_time,Servidor,vd,type,subtype,accion,devname,eventtime,level,logdesc,msg,reason,remip,tunneltype,user
Sun Aug 22 12:03:26 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629644579,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,124.121.113.163,ssl-web,recepcao
Sun Aug 22 12:03:06 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629644583,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,197.251.254.82,ssl-web,backup
Sun Aug 22 12:02:48 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629644564,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,14.186.138.220,ssl-web,recepcao
Sun Aug 22 12:01:48 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629644497,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,220.255.197.4,ssl-web,recepcao
Sun Aug 22 12:00:32 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629644430,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,190.103.39.248,ssl-web,recepcao
Sun Aug 22 12:00:30 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629644428,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,109.166.149.46,ssl-web,backup
Sun Aug 22 11:58:07 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629644259,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,213.182.103.67,ssl-web,backup
Sun Aug 22 11:57:59 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629644248,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,177.43.251.153,ssl-web,alexandre
Sun Aug 22 11:57:49 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629644267,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,70.166.105.237,ssl-web,alexandre
Sun Aug 22 11:57:17 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629644228,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,59.103.178.206,ssl-web,backup
Sun Aug 22 11:56:14 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629644173,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,171.100.86.236,ssl-web,alexandre
Sun Aug 22 11:56:02 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629644159,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,109.68.191.69,ssl-web,backup
Sun Aug 22 11:53:52 2021,FG100E4Q17011781,root,event,vpn,ssl-login-fail,VSO-SF,1629644028792082943,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,182.71.128.158,ssl-web,alexandre
Sun Aug 22 11:53:10 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629643988,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,123.21.227.56,ssl-web,alexandre
Sun Aug 22 11:53:06 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629643983,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,186.179.194.12,ssl-web,alexandre
Sun Aug 22 11:52:49 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629643965,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,223.229.136.174,ssl-web,alexandre
Sun Aug 22 11:52:49 2021,FG100E4Q17011746,root,event,vpn,ssl-login-fail,TJSM-SF,1629643916,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,37.10.170.78,ssl-web,alexandre
Sun Aug 22 11:51:41 2021,FGT60E4Q16045266,root,event,vpn,ssl-login-fail,VOSA-BA,1629643897063702432,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,183.14.29.102,ssl-web,alexandre
Sun Aug 22 11:51:35 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629643885,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,194.53.179.166,ssl-web,backup
Sun Aug 22 11:51:18 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629643876,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,223.240.107.98,ssl-web,backup
Sun Aug 22 11:51:14 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629643873349449956,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,5.26.241.9,ssl-web,alexandre
Sun Aug 22 11:51:13 2021,FG100E4Q17011781,root,event,vpn,ssl-login-fail,VSO-SF,1629643867488581871,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,105.30.26.25,ssl-web,backup
Sun Aug 22 11:51:13 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629643843,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,101.89.137.31,ssl-web,alexandre
Sun Aug 22 11:51:06 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629643865778279364,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,186.179.100.161,ssl-web,alexandre
Sun Aug 22 11:50:50 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629643849,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,171.97.91.50,ssl-web,backup
Sun Aug 22 11:50:40 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629643828,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,171.96.101.78,ssl-web,alexandre
Sun Aug 22 11:50:29 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629643825,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,200.73.133.69,ssl-web,alexandre
Sun Aug 22 11:50:28 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629643800,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,187.189.232.173,ssl-web,alexandre
Sun Aug 22 11:50:12 2021,FG100E4Q17011746,root,event,vpn,ssl-login-fail,TJSM-SF,1629643763,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,110.78.184.97,ssl-web,backup
Sun Aug 22 11:49:20 2021,FGT60E4Q16045266,root,event,vpn,ssl-login-fail,VOSA-BA,1629643759027979022,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,124.121.92.183,ssl-web,backup
Sun Aug 22 11:48:57 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629643729,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,119.76.129.46,ssl-web,alexandre
Sun Aug 22 11:48:46 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629643725771098525,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,190.89.189.236,ssl-web,backup
Sun Aug 22 11:48:08 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629643687284355107,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,82.102.93.246,ssl-web,backup
Sun Aug 22 11:47:58 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629643648,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,124.121.162.91,ssl-web,backup
Sun Aug 22 11:47:57 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629643670,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,187.189.116.83,ssl-web,alexandre
Sun Aug 22 11:47:57 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629643669,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,79.114.99.145,ssl-web,backup
Sun Aug 22 11:47:20 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629643631,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,51.38.122.111,ssl-web,backup
Sun Aug 22 11:47:06 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629643599,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,14.18.71.72,ssl-web,backup
Sun Aug 22 11:47:02 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629643609,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,196.0.122.234,ssl-web,alexandre
Sun Aug 22 11:44:08 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629643445,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,110.168.24.94,ssl-web,bruno
Sun Aug 22 11:44:05 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629643418,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,119.76.134.30,ssl-web,bruno
Sun Aug 22 11:43:22 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629643394,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,123.128.32.246,ssl-web,backup
Sun Aug 22 11:42:29 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629643346,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,182.75.8.198,ssl-web,bruno
Sun Aug 22 11:40:25 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629643221,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,119.62.184.136,ssl-web,backup
Sun Aug 22 11:40:04 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629643200,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,182.254.216.230,ssl-web,bruno
Sun Aug 22 11:39:57 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629643166,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,124.121.183.109,ssl-web,backup
Sun Aug 22 11:39:26 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629643164,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,110.39.184.110,ssl-web,bruno
Sun Aug 22 11:39:06 2021,FG100E4Q17011781,root,event,vpn,ssl-login-fail,VSO-SF,1629643140712219947,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,200.88.117.22,ssl-web,bruno
Sun Aug 22 11:39:02 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629643141,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,70.182.15.128,ssl-web,bruno
Sun Aug 22 11:38:40 2021,FG100E4Q17011746,root,event,vpn,ssl-login-fail,TJSM-SF,1629643069,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,171.97.200.42,ssl-web,bruno
Sun Aug 22 11:38:00 2021,FGT60E4Q16045266,root,event,vpn,ssl-login-fail,VOSA-BA,1629643077573764597,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,121.190.148.169,ssl-web,bruno
Sun Aug 22 11:37:46 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629643063,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,95.161.143.122,ssl-web,backup
Sun Aug 22 11:37:34 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629643052506306464,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,223.197.208.186,ssl-web,bruno
Sun Aug 22 11:37:08 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629643026658694137,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,182.189.41.179,ssl-web,bruno
Sun Aug 22 11:37:08 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629642999,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,124.121.155.170,ssl-web,bruno
Sun Aug 22 11:37:02 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629643005,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,175.170.139.216,ssl-web,bruno
Sun Aug 22 11:36:17 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629642975,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,58.8.84.6,ssl-web,bruno
Sun Aug 22 11:36:00 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629642932,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,218.249.198.210,ssl-web,bruno
Sun Aug 22 11:35:41 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629642918,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,118.47.29.62,ssl-web,bruno
Sun Aug 22 11:34:25 2021,FG100E4Q17011781,root,event,vpn,ssl-login-fail,VSO-SF,1629642861698188217,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,14.248.136.95,ssl-web,backup
Sun Aug 22 11:34:15 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629642850,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,171.96.100.73,ssl-web,bruno
Sun Aug 22 11:33:53 2021,FG100E4Q17011746,root,event,vpn,ssl-login-fail,TJSM-SF,1629642773,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,52.166.141.130,ssl-web,backup
Sun Aug 22 11:33:44 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629642822,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,58.241.124.154,ssl-web,backup
Sun Aug 22 11:33:42 2021,FGT60E4Q16045266,root,event,vpn,ssl-login-fail,VOSA-BA,1629642819691879563,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,59.124.137.250,ssl-web,backup
Sun Aug 22 11:33:26 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629642803,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,177.215.134.250,ssl-web,backup
Sun Aug 22 11:33:24 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629642788,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,14.207.242.153,ssl-web,bruno
Sun Aug 22 11:33:22 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629642798,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,58.242.106.245,ssl-web,backup
Sun Aug 22 11:31:24 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629642682392174053,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,147.75.118.231,ssl-web,backup
Sun Aug 22 11:30:53 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629642633,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,221.146.2.30,ssl-web,backup
Sun Aug 22 11:30:50 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629642641,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,103.93.89.52,ssl-web,andre
Sun Aug 22 11:30:48 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629642620,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,118.218.82.70,ssl-web,backup
Sun Aug 22 11:30:46 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629642644263095631,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,162.199.194.185,ssl-web,backup
Sun Aug 22 11:30:35 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629642609,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,206.45.106.161,ssl-web,andre
Sun Aug 22 11:29:45 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629642557,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,14.231.236.94,ssl-web,backup
Sun Aug 22 11:29:43 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629642571,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,121.225.18.230,ssl-web,backup
Sun Aug 22 11:29:36 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629642573,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,187.188.33.135,ssl-web,andre
Sun Aug 22 11:26:23 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629642373,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,196.0.109.126,ssl-web,andre
Sun Aug 22 11:25:56 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629642353,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,86.121.146.250,ssl-web,backup
Sun Aug 22 11:25:49 2021,FG100E4Q17011781,root,event,vpn,ssl-login-fail,VSO-SF,1629642346370819896,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,222.92.77.132,ssl-web,andre
Sun Aug 22 11:25:35 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629642333,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,14.186.196.61,ssl-web,andre
Sun Aug 22 11:25:24 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629642321,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,218.94.119.74,ssl-web,andre
Sun Aug 22 11:24:52 2021,FG100E4Q17011746,root,event,vpn,ssl-login-fail,TJSM-SF,1629642244,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,124.120.30.214,ssl-web,andre
Sun Aug 22 11:24:06 2021,FGT60E4Q16045266,root,event,vpn,ssl-login-fail,VOSA-BA,1629642241596848037,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,208.68.38.188,ssl-web,andre
Sun Aug 22 11:23:38 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629642217716638824,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,175.207.110.36,ssl-web,andre
Sun Aug 22 11:23:12 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629642189112838265,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,47.91.57.23,ssl-web,andre
Sun Aug 22 11:23:00 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629642149,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,171.97.115.149,ssl-web,andre
Sun Aug 22 11:23:00 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629642173,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,118.170.185.65,ssl-web,andre
Sun Aug 22 11:22:43 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629642134,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,177.154.49.130,ssl-web,administracion
Sun Aug 22 11:22:43 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629642133,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,70.132.232.42,ssl-web,andre
Sun Aug 22 11:22:42 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629642154,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,177.125.46.219,ssl-web,administracion
Sun Aug 22 11:22:13 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629642131,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,177.133.141.119,ssl-web,andre
Sun Aug 22 11:21:15 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629642071,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,113.172.229.7,ssl-web,andre
Sun Aug 22 11:20:43 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629642038,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,114.129.115.145,ssl-web,andre
Sun Aug 22 11:20:22 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629642020,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,190.234.203.228,ssl-web,administracion
Sun Aug 22 11:19:23 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629641960,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,120.237.44.57,ssl-web,andre
Sun Aug 22 11:16:43 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629641791,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,58.8.230.218,ssl-web,administracion
Sun Aug 22 11:16:30 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629641789,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,58.8.137.56,ssl-web,administracion
Sun Aug 22 11:16:28 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629641786,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,152.136.228.25,ssl-web,administracion
Sun Aug 22 11:16:20 2021,FGT60ETK1809A5DQ,root,event,vpn,ssl-login-fail,LA_GENOVEVA_FGT1,1629641770,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,82.146.89.215,ssl-web,gerente
Sun Aug 22 11:16:18 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629641751,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,182.72.146.158,ssl-web,gerente
Sun Aug 22 11:16:11 2021,FG100E4Q17011781,root,event,vpn,ssl-login-fail,VSO-SF,1629641764910763296,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,122.224.179.58,ssl-web,administracion
Sun Aug 22 11:15:23 2021,FG100E4Q17011746,root,event,vpn,ssl-login-fail,TJSM-SF,1629641674,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,45.183.73.138,ssl-web,administracion
Sun Aug 22 11:14:35 2021,FGT60E4Q16045266,root,event,vpn,ssl-login-fail,VOSA-BA,1629641673308055614,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,14.186.158.242,ssl-web,administracion
Sun Aug 22 11:14:35 2021,FGT60E4Q16045068,root,event,vpn,ssl-login-fail,TJSM-BA,1629641672,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,102.176.108.66,ssl-web,gerente
Sun Aug 22 11:13:58 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629641637804713568,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,221.210.80.136,ssl-web,administracion
Sun Aug 22 11:13:26 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629641605449823336,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,140.246.75.21,ssl-web,administracion
Sun Aug 22 11:13:15 2021,FGT60E4Q17012270,root,event,vpn,ssl-login-fail,HA-CPLC-FGT60E,1629641585,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,124.120.171.219,ssl-web,administracion
Sun Aug 22 11:13:14 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629641566,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,115.87.196.199,ssl-web,administracion
Sun Aug 22 11:12:13 2021,FG100E4Q17030656,root,event,vpn,ssl-login-fail,PDA_1,1629641499,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,60.211.244.218,ssl-web,administracion
Sun Aug 22 11:12:11 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629641527,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,125.74.235.129,ssl-web,administracion
Sun Aug 22 11:11:27 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629641486,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,117.30.124.200,ssl-web,gerente
Sun Aug 22 11:11:23 2021,FG100ETK18038003,root,event,vpn,ssl-login-fail,CCPSL,1629641481,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,60.174.249.125,ssl-web,gerente
Sun Aug 22 11:11:02 2021,FGT60E4Q17013049,root,event,vpn,ssl-login-fail,HA-CPA_FGT60E,1629641453,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_unknown_user,182.123.226.29,ssl-web,gerente
Sun Aug 22 11:10:50 2021,FG100E4Q17011781,root,event,vpn,ssl-login-fail,VSO-SF,1629641445434599240,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,5.152.157.107,ssl-web,gerente
Sun Aug 22 11:10:45 2021,FGT60E4Q16045266,root,event,vpn,ssl-login-fail,VOSA-BA,1629641442356233269,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,220.178.80.68,ssl-web,gerente
Sun Aug 22 11:10:27 2021,FG100E4Q17011746,root,event,vpn,ssl-login-fail,TJSM-SF,1629641371,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,171.97.12.166,ssl-web,gerente
Sun Aug 22 11:09:19 2021,FG10E1TB19900657,root,event,vpn,ssl-login-fail,CEPU_BA_FG10E1,1629641357664635592,alert,SSL VPN login fail,SSL user failed to logged in,sslvpn_login_permission_denied,14.187.18.192,ssl-web,gerente
